path,hasLower,hasNum,base_size
fonts/BarlowCondensed-ExtraBoldItalic.ttf,True,True,19.0
fonts/BarlowCondensed-ExtraLight.ttf,True,True,20.0
fonts/BarlowCondensed-ExtraLightItalic.ttf,True,True,20.0
fonts/BarlowCondensed-Italic.ttf,True,True,20.0
fonts/BarlowCondensed-Light.ttf,True,True,20.0
fonts/BarlowCondensed-LightItalic.ttf,True,True,20.0
fonts/BarlowCondensed-Medium.ttf,True,True,20.0
fonts/BarlowCondensed-MediumItalic.ttf,True,True,20.0
fonts/BarlowCondensed-Regular.ttf,True,True,20.0
fonts/BarlowCondensed-SemiBold.ttf,True,True,20.0
fonts/BarlowCondensed-SemiBoldItalic.ttf,True,True,20.0
fonts/BarlowCondensed-Thin.ttf,True,True,20.0
fonts/BarlowCondensed-ThinItalic.ttf,True,True,20.0
fonts/BarlowSemiCondensed-Black.ttf,True,True,19.0
fonts/BarlowSemiCondensed-BlackItalic.ttf,True,True,19.0
fonts/BarlowSemiCondensed-Bold.ttf,True,True,19.0
fonts/BarlowSemiCondensed-BoldItalic.ttf,True,True,19.0
fonts/BarlowSemiCondensed-ExtraBold.ttf,True,True,19.0
fonts/BarlowSemiCondensed-ExtraBoldItalic.ttf,True,True,19.0
fonts/BarlowSemiCondensed-ExtraLight.ttf,True,True,20.0
fonts/BarlowSemiCondensed-ExtraLightItalic.ttf,True,True,20.0
fonts/BarlowSemiCondensed-Italic.ttf,True,True,20.0
fonts/BarlowSemiCondensed-Light.ttf,True,True,20.0
fonts/BarlowSemiCondensed-LightItalic.ttf,True,True,20.0
fonts/BarlowSemiCondensed-Medium.ttf,True,True,20.0
fonts/BarlowSemiCondensed-MediumItalic.ttf,True,True,20.0
fonts/BarlowSemiCondensed-Regular.ttf,True,True,20.0
fonts/BarlowSemiCondensed-SemiBold.ttf,True,True,20.0
fonts/BarlowSemiCondensed-SemiBoldItalic.ttf,True,True,20.0
fonts/BarlowSemiCondensed-Thin.ttf,True,True,20.0
fonts/BarlowSemiCondensed-ThinItalic.ttf,True,True,20.0
fonts/Barq.ttf,True,True,26.0
fonts/Barq_bold.ttf,True,True,25.0
fonts/Basic-Regular.otf,True,True,20.0
fonts/Basic-Regular.ttf,True,True,20.0
fonts/BaskervaldADFStd-Bold.otf,True,True,24.0
fonts/BaskervaldADFStd-BoldItalic.otf,True,True,22.0
fonts/BaskervaldADFStd-Heavy.otf,True,True,22.0
fonts/BaskervaldADFStd-HeavyItalic.otf,True,True,22.0
fonts/BaskervaldADFStd-Italic.otf,True,True,22.0
fonts/BaskervaldADFStd.otf,True,True,24.0
fonts/Baskervville-Italic.otf,True,True,22.0
fonts/Baskervville-Italic.ttf,True,True,22.0
fonts/Baskervville-Regular.otf,True,True,22.0
fonts/Baskervville-Regular.ttf,True,True,22.0
fonts/Baumans-Regular.ttf,True,True,21.0
fonts/Belgrano-Regular.ttf,True,True,20.0
fonts/Bellefair-Regular.ttf,True,True,27.0
fonts/Belleza-Regular.ttf,True,True,21.0
fonts/Belshaw.ttf,True,True,22.0
fonts/BendyStraw.ttf,True,True,17.0
fonts/BenjaminFranklin.ttf,True,True,20.0
fonts/Benne-Regular.otf,True,True,24.0
fonts/Bentham-Regular.ttf,True,True,25.0
fonts/Berenika-Book.ttf,True,True,18.0
fonts/BerenisADFPro-Bold.otf,True,True,25.0
fonts/BerenisADFPro-BoldItalic.otf,True,True,24.0
fonts/BerenisADFPro-Italic.otf,True,True,24.0
fonts/BerenisADFPro-Regular.otf,True,True,25.0
fonts/BerkshireSwash-Regular.ttf,True,True,20.0
fonts/Berlin - Italic.ttf,True,True,20.0
fonts/Berlin Bold.ttf,True,True,20.0
fonts/Berlin Email 2.ttf,True,True,19.0
fonts/Berlin Email Wide Semibold.ttf,True,True,18.0
fonts/Berlin Email.ttf,True,True,19.0
