         2710492 function calls (2566112 primitive calls) in 3.352 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       19    0.000    0.000    0.000    0.000 fromnumeric.py:2838(_prod_dispatcher)
       19    0.000    0.000    0.000    0.000 fromnumeric.py:2843(prod)
       19    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(prod)
       19    0.000    0.000    0.000    0.000 pathlib.py:719(__fspath__)
       19    0.001    0.000    0.006    0.000 pixel_dataset_generator.py:100(_get_random_custom_font)
       18    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       18    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
       18    0.000    0.000    0.000    0.000 runid.py:14(<genexpr>)
       18    0.000    0.000    0.000    0.000 extract.py:71(is_extractable)
       18    0.000    0.000    0.000    0.000 constructor.py:270(construct_yaml_float)
       18    0.000    0.000    0.000    0.000 common.py:1401(is_float_dtype)
       18    0.000    0.000    0.000    0.000 version.py:518(<lambda>)
       18    0.002    0.000    0.002    0.000 {built-in method PIL._imaging.fill}
       18    0.000    0.000    0.002    0.000 Image.py:2896(new)
       18    0.000    0.000    0.004    0.000 Image.py:2973(frombuffer)
       18    0.000    0.000    0.004    0.000 Image.py:3030(fromarray)
       18    0.000    0.000    0.000    0.000 typing.py:317(__eq__)
       18    0.001    0.000    0.010    0.001 pixel_dataset_generator.py:198(_crop_image)
       18    0.000    0.000    0.011    0.001 pixel_dataset_generator.py:225(concatenate_images)
       18    0.000    0.000    0.000    0.000 {built-in method math.isnan}
       17    0.000    0.000    0.000    0.000 common.py:1672(_get_dtype)
       17    0.000    0.000    0.000    0.000 common.py:441(is_timedelta64_dtype)
       17    0.000    0.000    0.000    0.000 threading.py:216(__init__)
       17    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
       16    0.002    0.000    0.005    0.000 random_utils.py:15(get_random_state)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:2017(_clip_dispatcher)
       16    0.000    0.000    0.004    0.000 fromnumeric.py:2021(clip)
       16    0.003    0.000    0.003    0.000 _methods.py:78(_clip_dep_invoke_with_casting)
       16    0.000    0.000    0.004    0.000 _methods.py:97(_clip)
       16    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(clip)
       16    0.000    0.000    0.004    0.000 {method 'clip' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.000    0.000 Image.py:531(width)
       16    0.000    0.000    0.000    0.000 Image.py:535(height)
       16    0.000    0.000    0.000    0.000 random.py:174(randrange)
       16    0.000    0.000    0.000    0.000 random.py:218(randint)
       15    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
       15    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
       15    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
       15    0.000    0.000    0.000    0.000 local.py:212(_strip_protocol)
       15    0.000    0.000    0.000    0.000 local.py:230(make_path_posix)
       15    0.000    0.000    0.000    0.000 hooks.py:17(default_hooks)
       15    0.000    0.000    0.000    0.000 hooks.py:18(<dictcomp>)
       15    0.000    0.000    0.000    0.000 sessions.py:74(<listcomp>)
       15    0.000    0.000    0.000    0.000 cookies.py:521(<listcomp>)
       15    0.000    0.000    0.000    0.000 cookies.py:508(cookiejar_from_dict)
       15    0.000    0.000    0.000    0.000 cookiejar.py:43(_debug)
       15    0.000    0.000    0.000    0.000 cookies.py:37(__init__)
       15    0.000    0.000    0.000    0.000 url.py:297(<listcomp>)
       15    0.000    0.000    0.000    0.000 url.py:274(_normalize_host)
       15    0.000    0.000    0.000    0.000 timeout.py:213(connect_timeout)
       15    0.000    0.000    0.000    0.000 request.py:41(__init__)
       15    0.000    0.000    0.000    0.000 connection.py:117(host)
       15    0.000    0.000    0.000    0.000 common.py:372(is_datetime64_dtype)
       15    0.000    0.000    0.000    0.000 _asarray.py:141(ascontiguousarray)
       15    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
       15    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 validation.py:1043(check_random_state)
       14    0.000    0.000    0.006    0.000 random_utils.py:87(choice)
       14    0.000    0.000    0.000    0.000 features.py:1564(<dictcomp>)
       14    0.000    0.000    0.000    0.000 features.py:1562(__init__)
       14    0.000    0.000    0.000    0.000 common.py:987(is_datetime64_any_dtype)
       14    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_list_like}
       14    0.007    0.000    0.007    0.000 {method 'shuffle' of 'numpy.random.mtrand.RandomState' objects}
       14    0.000    0.000    0.000    0.000 getlimits.py:365(__new__)
       14    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(around)
       14    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(round_)
       14    0.000    0.000    0.004    0.000 fromnumeric.py:3130(around)
       14    0.000    0.000    0.004    0.000 fromnumeric.py:3590(round_)
       14    0.023    0.002    0.109    0.008 _samples_generator.py:792(make_blobs)
       14    0.003    0.000    0.003    0.000 {method 'round' of 'numpy.ndarray' objects}
       14    0.017    0.001    0.017    0.001 {method 'encode' of 'ImagingEncoder' objects}
       14    0.000    0.000    0.000    0.000 threading.py:1225(current_thread)
       14    0.000    0.000    0.001    0.000 __init__.py:109(import_module)
       14    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
       14    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:929(_sanity_check)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:978(_find_and_load)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:994(_gcd_import)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
       13    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
       13    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedRandom' objects}
       13    0.000    0.000    0.000    0.000 disabled.py:128(__getattr__)
       13    0.000    0.000    0.000    0.000 disabled.py:131(__getitem__)
       13    0.000    0.000    0.000    0.000 blocks.py:247(mgr_locs)
       13    0.000    0.000    0.000    0.000 common.py:1435(is_bool_dtype)
       13    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
       13    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
       13    0.000    0.000    0.000    0.000 codecs.py:331(getstate)
       12    0.000    0.000    0.000    0.000 local.py:372(closed)
       12    0.000    0.000    0.000    0.000 info.py:171(__post_init__)
       12    0.000    0.000    0.000    0.000 tarfile.py:1568(not_compressed)
       12    0.000    0.000    0.002    0.000 tarfile.py:1617(taropen)
       12    0.000    0.000    0.001    0.000 tarfile.py:2268(next)
       12    0.000    0.000    0.000    0.000 tarfile.py:2355(_check)
       12    0.000    0.000    0.000    0.000 filelock.py:80(logger)
       12    0.000    0.000    0.000    0.000 filelock.py:211(is_locked)
       12    0.000    0.000    0.000    0.000 tarfile.py:1089(fromtarfile)
       12    0.000    0.000    0.002    0.000 tarfile.py:1415(__init__)
       12    0.000    0.000    0.001    0.000 parser.py:476(parse_flow_sequence_entry)
       12    0.000    0.000    0.000    0.000 response.py:423(_error_catcher)
       12    0.000    0.000    0.000    0.000 base.py:5394(maybe_extract_name)
       12    0.000    0.000    0.001    0.000 version.py:43(parse)
       12    0.000    0.000    0.001    0.000 version.py:183(__init__)
       12    0.000    0.000    0.000    0.000 version.py:229(__str__)
       12    0.000    0.000    0.000    0.000 version.py:262(epoch)
       12    0.000    0.000    0.000    0.000 version.py:291(pre)
       12    0.000    0.000    0.000    0.000 version.py:307(post)
       12    0.000    0.000    0.000    0.000 version.py:318(dev)
       12    0.000    0.000    0.000    0.000 version.py:329(local)
       12    0.000    0.000    0.000    0.000 version.py:491(_parse_local_version)
       12    0.000    0.000    0.000    0.000 version.py:503(_cmpkey)
       12    0.000    0.000    0.000    0.000 typing.py:248(inner)
       12    0.000    0.000    0.000    0.000 typing.py:322(__hash__)
       12    0.000    0.000    0.000    0.000 gzip.py:309(closed)
       12    0.000    0.000    0.000    0.000 lzma.py:158(closed)
       12    0.000    0.000    0.000    0.000 bz2.py:133(closed)
       12    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       12    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       11    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       11    0.000    0.000    0.000    0.000 process.py:36(current_process)
       11    0.000    0.000    0.000    0.000 process.py:180(name)
       11    0.000    0.000    0.000    0.000 response.py:7(is_fp_closed)
       11    0.000    0.000    0.001    0.000 base.py:5294(ensure_index)
       11    0.000    0.000    0.000    0.000 __init__.py:117(getLevelName)
       11    0.000    0.000    0.000    0.000 __init__.py:154(<lambda>)
       11    0.000    0.000    0.001    0.000 __init__.py:282(__init__)
       11    0.000    0.000    0.000    0.000 __init__.py:360(getMessage)
       11    0.000    0.000    0.000    0.000 __init__.py:418(usesTime)
       11    0.000    0.000    0.000    0.000 __init__.py:421(format)
       11    0.000    0.000    0.000    0.000 __init__.py:573(usesTime)
       11    0.000    0.000    0.000    0.000 __init__.py:579(formatMessage)
       11    0.000    0.000    0.000    0.000 __init__.py:595(format)
       11    0.000    0.000    0.000    0.000 __init__.py:858(format)
       11    0.000    0.000    0.001    0.000 __init__.py:881(handle)
       11    0.000    0.000    0.000    0.000 __init__.py:1002(flush)
       11    0.000    0.000    0.001    0.000 __init__.py:1013(emit)
       11    0.000    0.000    0.000    0.000 __init__.py:1446(findCaller)
       11    0.000    0.000    0.001    0.000 __init__.py:1476(makeRecord)
       11    0.000    0.000    0.002    0.000 __init__.py:1491(_log)
       11    0.000    0.000    0.001    0.000 __init__.py:1516(handle)
       11    0.000    0.000    0.001    0.000 __init__.py:1570(callHandlers)
       11    0.000    0.000    0.000    0.000 threading.py:1064(name)
       11    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
       11    0.000    0.000    0.000    0.000 socket.py:614(readable)
       10    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
       10    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
       10    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       10    0.000    0.000    0.000    0.000 {built-in method torch.from_numpy}
       10    0.000    0.000    0.000    0.000 {built-in method torch.tensor}
       10    0.000    0.000    0.000    0.000 {built-in method torch.ones}
       10    0.000    0.000    0.000    0.000 {built-in method torch.zeros}
       10    0.000    0.000    0.000    0.000 {method 'numpy' of 'torch._C._TensorBase' objects}
       10    0.000    0.000    0.000    0.000 disabled.py:144(__setitem__)
       10    0.000    0.000    0.000    0.000 disabled.py:147(__setattr__)
       10    0.000    0.000    0.000    0.000 worker.py:83(get_worker_info)
       10    0.000    0.000    0.000    0.000 transforms.py:1803(__init__)
       10    0.000    0.000    0.000    0.000 transforms.py:73(__init__)
       10    0.000    0.000    0.000    0.000 transforms.py:77(targets)
       10    0.000    0.000    0.000    0.000 transforms.py:81(apply)
       10    0.000    0.000    0.000    0.000 transforms.py:1106(__init__)
       10    0.000    0.000    0.000    0.000 transforms.py:1383(__init__)
       10    0.000    0.000    0.000    0.000 composition.py:258(_check_args)
       10    0.000    0.000    0.000    0.000 transforms.py:36(__init__)
       10    0.000    0.000    0.000    0.000 rotate.py:83(__init__)
     10/2    0.000    0.000    0.000    0.000 features.py:1167(get_nested_type)
       10    0.000    0.000    0.000    0.000 idna.py:145(encode)
       10    0.000    0.000    0.000    0.000 sessions.py:741(<listcomp>)
       10    0.000    0.000    0.000    0.000 sessions.py:735(mount)
       10    0.000    0.000    0.000    0.000 adapters.py:58(__init__)
       10    0.000    0.000    0.000    0.000 adapters.py:113(__init__)
       10    0.000    0.000    0.000    0.000 adapters.py:146(init_poolmanager)
       10    0.000    0.000    0.006    0.001 adapters.py:319(close)
       10    0.000    0.000    0.000    0.000 cookies.py:104(__init__)
       10    0.000    0.000    0.000    0.000 cookies.py:118(extract_cookies_to_jar)
       10    0.000    0.000    0.000    0.000 cookies.py:348(update)
       10    0.000    0.000    0.000    0.000 cookies.py:529(merge_cookies)
       10    0.000    0.000    0.000    0.000 structures.py:62(__len__)
       10    0.000    0.000    0.000    0.000 utils.py:772(select_proxy)
       10    0.000    0.000    0.000    0.000 utils.py:677(set_environ)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1593(make_cookies)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1674(extract_cookies)
       10    0.000    0.000    0.000    0.000 _collections.py:46(__init__)
       10    0.000    0.000    0.006    0.001 _collections.py:91(clear)
       10    0.000    0.000    0.000    0.000 response.py:249(<genexpr>)
       10    0.000    0.000    0.000    0.000 poolmanager.py:165(__init__)
       10    0.000    0.000    0.006    0.001 poolmanager.py:210(clear)
       10    0.000    0.000    0.000    0.000 six.py:614(itervalues)
       10    0.000    0.000    0.000    0.000 ssl_.py:185(resolve_cert_reqs)
       10    0.000    0.000    0.000    0.000 url.py:91(__new__)
       10    0.000    0.000    0.000    0.000 url.py:244(_remove_path_dot_segments)
       10    0.000    0.000    0.001    0.000 url.py:330(parse_url)
       10    0.000    0.000    0.000    0.000 timeout.py:174(clone)
       10    0.000    0.000    0.000    0.000 retry.py:197(<listcomp>)
       10    0.000    0.000    0.000    0.000 retry.py:162(__init__)
       10    0.000    0.000    0.000    0.000 connectionpool.py:319(_get_timeout)
       10    0.000    0.000    0.000    0.000 blocks.py:2975(get_block_type)
       10    0.000    0.000    0.000    0.000 generic.py:5276(__setattr__)
       10    0.000    0.000    0.000    0.000 common.py:252(is_sparse)
       10    0.000    0.000    0.000    0.000 common.py:339(is_categorical)
       10    0.000    0.000    0.000    0.000 _internal.py:830(npy_ctypes_check)
       10    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(stack)
       10    0.000    0.000    0.000    0.000 shape_base.py:209(_arrays_for_stack_dispatcher)
       10    0.000    0.000    0.000    0.000 shape_base.py:348(_stack_dispatcher)
       10    0.000    0.000    0.000    0.000 shape_base.py:420(<listcomp>)
       10    0.000    0.000    0.000    0.000 shape_base.py:424(<setcomp>)
       10    0.000    0.000    0.000    0.000 shape_base.py:432(<listcomp>)
       10    0.000    0.000    0.002    0.000 shape_base.py:357(stack)
       10    0.000    0.000    0.006    0.001 dataset_transformations.py:237(to_rgb)
       10    0.001    0.000    0.183    0.018 dataset_transformations.py:252(__call__)
       10    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
       10    0.001    0.000    0.001    0.000 {built-in method numpy.zeros}
       10    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       10    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_decoder}
       10    0.001    0.000    0.001    0.000 {method 'decode' of 'ImagingDecoder' objects}
       10    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingDecoder' objects}
       10    0.000    0.000    0.000    0.000 _binary.py:101(o32be)
       10    0.000    0.000    0.000    0.000 Image.py:393(_getdecoder)
       10    0.000    0.000    0.001    0.000 Image.py:807(frombytes)
       10    0.000    0.000    0.003    0.000 Image.py:2935(frombytes)
       10    0.000    0.000    0.002    0.000 __init__.py:1984(info)
       10    0.000    0.000    0.004    0.000 request.py:2489(getproxies_environment)
       10    0.000    0.000    0.000    0.000 ssl.py:549(verify_mode)
       10    0.000    0.000    0.000    0.000 ssl.py:557(verify_mode)
       10    0.000    0.000    0.000    0.000 ssl.py:912(_check_connected)
       10    0.000    0.000    0.000    0.000 message.py:181(is_multipart)
       10    0.000    0.000    0.000    0.000 socket.py:139(__init__)
       10    0.001    0.000    0.005    0.000 pixel_dataset_generator.py:328(set_epoch)
       10    0.003    0.000    0.016    0.002 pixel_dataset_generator.py:246(generate_random_mask)
       10    0.000    0.000    0.001    0.000 pixel_dataset_generator.py:233(get_attention_mask)
       10    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        9    0.003    0.000    0.003    0.000 {built-in method posix.mkdir}
        9    0.000    0.000    0.000    0.000 disabled.py:5(__init__)
        9    0.000    0.000    0.000    0.000 features.py:1328(<dictcomp>)
        9    0.000    0.000    0.001    0.000 features.py:1621(from_dict)
        9    0.000    0.000    0.000    0.000 file_utils.py:63(is_remote_url)
        9    0.000    0.000    0.000    0.000 managers.py:165(<genexpr>)
        9    0.000    0.000    0.000    0.000 common.py:613(<genexpr>)
        9    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
        9    0.000    0.000    0.000    0.000 Image.py:417(_getencoder)
        9    0.000    0.000    0.000    0.000 _compression.py:36(readable)
        9    0.000    0.000    0.000    0.000 _compression.py:39(__init__)
        9    0.000    0.000    0.000    0.000 _compression.py:59(close)
        9    0.000    0.000    0.000    0.000 _compression.py:66(readinto)
        9    0.000    0.000    0.000    0.000 client.py:421(close)
        9    0.000    0.000    0.000    0.000 pathlib.py:1034(_init)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        8    0.000    0.000    0.000    0.000 disabled.py:171(__bool__)
        8    0.000    0.000    0.000    0.000 text.css.jinja:5(root)
        8    0.000    0.000    0.000    0.000 transforms_interface.py:105(<genexpr>)
        8    0.000    0.000    0.000    0.000 builder.py:137(<genexpr>)
        8    0.000    0.000    0.000    0.000 splits.py:520(__init__)
        8    0.000    0.000    0.000    0.000 splits.py:544(add)
        8    0.000    0.000    0.000    0.000 splits.py:556(from_split_dict)
        8    0.000    0.000    0.000    0.000 features.py:499(__call__)
        8    0.000    0.000    0.000    0.000 version.py:101(<genexpr>)
        8    0.000    0.000    0.000    0.000 version.py:61(tuple)
        8    0.000    0.000    0.000    0.000 parser.py:267(parse_flow_node)
        8    0.000    0.000    0.000    0.000 numeric.py:159(ones)
        8    0.000    0.000    0.000    0.000 PngImagePlugin.py:154(_crc32)
        8    0.010    0.001    0.129    0.016 dataset_transformations.py:197(add_random_clouds)
        8    0.003    0.000    0.003    0.000 {method 'resize' of 'ImagingCore' objects}
        8    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_encoder}
        8    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
        8    0.000    0.000    0.000    0.000 Image.py:248(_conv_type_shape)
        8    0.000    0.000    0.000    0.000 Image.py:525(__getattr__)
        8    0.000    0.000    0.000    0.000 Image.py:687(__array_interface__)
        8    0.000    0.000    0.000    0.000 Image.py:729(tobytes)
        8    0.000    0.000    0.004    0.000 Image.py:2089(resize)
        8    0.000    0.000    0.000    0.000 ImageMode.py:36(getmode)
        8    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
        8    0.000    0.000    0.000    0.000 pathlib.py:294(splitroot)
        7    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        7    0.000    0.000    0.000    0.000 table.py:403(schema)
      7/6    0.000    0.000    0.230    0.038 _validators.py:106(_inner_fn)
        7    0.000    0.000    0.001    0.000 models.py:747(generate)
        7    0.000    0.000    0.001    0.000 models.py:816(content)
        7    0.000    0.000    0.001    0.000 response.py:554(stream)
        7    0.000    0.000    0.000    0.000 registry.py:191(get_filesystem_class)
        7    0.000    0.000    0.000    0.000 series.py:428(name)
        7    0.000    0.000    0.000    0.000 blocks.py:3021(make_block)
        7    0.000    0.000    0.000    0.000 blocks.py:118(__init__)
        7    0.000    0.000    0.000    0.000 blocks.py:129(_check_ndim)
        7    0.000    0.000    0.000    0.000 blocks.py:251(mgr_locs)
        7    0.000    0.000    0.000    0.000 base.py:3639(values)
        7    0.000    0.000    0.000    0.000 base.py:3912(__getitem__)
      7/3    0.000    0.000    0.001    0.000 base.py:276(__new__)
        7    0.000    0.000    0.000    0.000 common.py:156(cast_scalar_indexer)
        7    0.000    0.000    0.000    0.000 common.py:224(asarray_tuplesafe)
        7    0.000    0.000    0.000    0.000 construction.py:388(sanitize_array)
        7    0.000    0.000    0.000    0.000 construction.py:506(_try_cast)
        7    0.000    0.000    0.000    0.000 inference.py:325(<genexpr>)
        7    0.000    0.000    0.000    0.000 pathlib.py:649(_parse_args)
        7    0.000    0.000    0.000    0.000 pathlib.py:1178(stat)
        7    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
        7    0.000    0.000    0.002    0.000 os.py:198(makedirs)
        7    0.000    0.000    0.000    0.000 posixpath.py:104(split)
        6    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
        6    0.000    0.000    0.000    0.000 {method 'tell' of '_io._IOBase' objects}
        6    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        6    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        6    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        6    0.000    0.000    0.000    0.000 transforms.py:1240(targets_as_params)
        6    0.000    0.000    0.000    0.000 rotate.py:169(targets_as_params)
        6    0.000    0.000    0.000    0.000 {method 'update' of 'xxhash.xxh64' objects}
        6    0.000    0.000    0.000    0.000 splits.py:596(_from_yaml_list)
        6    0.000    0.000    0.000    0.000 info.py:401(<setcomp>)
        6    0.000    0.000    0.000    0.000 info.py:402(<dictcomp>)
        6    0.000    0.000    0.001    0.000 info.py:394(_from_yaml_dict)
        6    0.000    0.000    0.000    0.000 features.py:1790(<listcomp>)
        6    0.000    0.000    0.000    0.000 features.py:1791(<dictcomp>)
        6    0.000    0.000    0.001    0.000 features.py:1727(_from_yaml_list)
        6    0.000    0.000    0.000    0.000 file_utils.py:125(hash_url_to_filename)
        6    0.000    0.000    0.002    0.000 filelock.py:291(release)
        6    0.000    0.000    0.000    0.000 _validators.py:129(validate_repo_id)
        6    0.004    0.001    0.004    0.001 {built-in method fcntl.flock}
        6    0.000    0.000    0.000    0.000 response.py:367(_init_decoder)
        6    0.000    0.000    0.000    0.000 response.py:480(read)
        6    0.000    0.000    0.000    0.000 parsers.py:1191(<genexpr>)
        6    0.000    0.000    0.000    0.000 series.py:432(name)
        6    0.000    0.000    0.000    0.000 generic.py:190(__init__)
        6    0.000    0.000    0.000    0.000 common.py:830(is_signed_integer_dtype)
        6    0.000    0.000    0.000    0.000 common.py:887(is_unsigned_integer_dtype)
        6    0.000    0.000    0.000    0.000 cast.py:1097(maybe_castable)
        6    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
        6    0.000    0.000    0.000    0.000 pickle.py:225(write)
        6    0.000    0.000    0.004    0.001 dataset_transformations.py:171(add_random_pepper_spots)
        6    0.000    0.000    0.000    0.000 wandb_settings.py:1161(__setattr__)
        6    0.000    0.000    0.000    0.000 __init__.py:299(loads)
        6    0.000    0.000    0.000    0.000 decoder.py:332(decode)
        6    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
        6    0.000    0.000    0.000    0.000 inspect.py:2799(<genexpr>)
        6    0.000    0.000    0.000    0.000 gzip.py:363(seek)
        6    0.000    0.000    0.000    0.000 lzma.py:255(tell)
        6    0.000    0.000    0.000    0.000 gzip.py:112(seekable)
        6    0.000    0.000    0.000    0.000 _compression.py:120(seek)
        6    0.000    0.000    0.000    0.000 bz2.py:276(tell)
        6    0.000    0.000    0.000    0.000 _compression.py:16(_check_can_read)
        6    0.000    0.000    0.000    0.000 _compression.py:63(seekable)
        6    0.000    0.000    0.000    0.000 _compression.py:72(read)
        6    0.687    0.114    0.687    0.114 {method 'read' of '_ssl._SSLSocket' objects}
        6    0.000    0.000    0.687    0.114 ssl.py:920(read)
        6    0.000    0.000    0.687    0.114 ssl.py:1060(recv_into)
        6    0.000    0.000    0.687    0.114 socket.py:575(readinto)
        6    0.000    0.000    0.000    0.000 client.py:454(read)
        6    0.000    0.000    0.000    0.000 re.py:234(compile)
        6    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        5    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        5    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x7f396d275950}
        5    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        5    0.000    0.000    0.000    0.000 {method 'appendleft' of 'collections.deque' objects}
        5    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
      5/1    0.000    0.000    0.000    0.000 features.py:1945(recursive_reorder)
        5    0.000    0.000    0.001    0.000 hub.py:8(hf_hub_url)
        5    0.000    0.000    0.002    0.000 netrc.py:23(__init__)
        5    0.000    0.000    0.001    0.000 netrc.py:32(_parse)
        5    0.000    0.000    0.000    0.000 netrc.py:113(authenticators)
        5    0.000    0.000    0.000    0.000 file_utils.py:257(_raise_if_offline_mode_is_enabled)
        5    0.000    0.000    0.000    0.000 _runtime.py:69(_get_version)
        5    0.000    0.000    0.000    0.000 reader.py:146(update)
        5    0.000    0.000    0.000    0.000 models.py:535(prepare_auth)
        5    0.000    0.000    0.000    0.000 models.py:557(prepare_cookies)
        5    0.000    0.000    0.000    0.000 models.py:577(prepare_hooks)
        5    0.000    0.000    0.000    0.000 models.py:597(__init__)
        5    0.000    0.000    0.000    0.000 models.py:708(is_redirect)
        5    0.000    0.000    0.000    0.000 models.py:730(iter_content)
        5    0.000    0.000    0.000    0.000 hooks.py:23(dispatch_hook)
        5    0.000    0.000    0.000    0.000 sessions.py:81(merge_hooks)
        5    0.000    0.000    0.000    0.000 sessions.py:98(get_redirect_target)
        5    0.000    0.000    0.000    0.000 sessions.py:144(resolve_redirects)
        5    0.000    0.000    0.001    0.000 sessions.py:362(__init__)
        5    0.000    0.000    0.000    0.000 sessions.py:417(__enter__)
        5    0.000    0.000    0.006    0.001 sessions.py:420(__exit__)
        5    0.000    0.000    0.005    0.001 sessions.py:423(prepare_request)
        5    0.000    0.000    1.098    0.220 sessions.py:463(request)
        5    0.000    0.000    0.000    0.000 sessions.py:665(<listcomp>)
        5    0.000    0.000    1.088    0.218 sessions.py:614(send)
        5    0.000    0.000    0.005    0.001 sessions.py:687(merge_environment_settings)
        5    0.000    0.000    0.000    0.000 sessions.py:716(get_adapter)
        5    0.000    0.000    0.006    0.001 sessions.py:730(close)
        5    0.000    0.000    0.000    0.000 adapters.py:203(cert_verify)
        5    0.000    0.000    0.001    0.000 adapters.py:255(build_response)
        5    0.000    0.000    0.002    0.000 adapters.py:292(get_connection)
        5    0.000    0.000    0.000    0.000 adapters.py:329(request_url)
        5    0.000    0.000    0.000    0.000 adapters.py:358(add_headers)
        5    0.000    0.000    1.087    0.217 adapters.py:394(send)
        5    0.000    0.000    0.000    0.000 std.py:87(acquire)
        5    0.000    0.000    0.000    0.000 std.py:91(release)
        5    0.000    0.000    0.000    0.000 cookies.py:81(get_new_headers)
        5    0.000    0.000    0.000    0.000 cookies.py:135(get_cookie_header)
        5    0.000    0.000    0.000    0.000 models.py:82(_encode_params)
        5    0.000    0.000    0.000    0.000 models.py:61(path_url)
        5    0.000    0.000    0.000    0.000 models.py:184(<genexpr>)
        5    0.000    0.000    0.000    0.000 models.py:175(register_hook)
        5    0.000    0.000    1.105    0.221 api.py:16(request)
        5    0.000    0.000    0.000    0.000 models.py:226(__init__)
        5    0.000    0.000    0.000    0.000 models.py:291(__init__)
        5    0.000    0.000    0.002    0.000 models.py:308(prepare)
        5    0.000    0.000    0.000    0.000 models.py:340(prepare_method)
        5    0.000    0.000    0.001    0.000 models.py:356(prepare_url)
