         2710492 function calls (2566112 primitive calls) in 3.352 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 models.py:442(prepare_headers)
        5    0.000    0.000    0.000    0.000 models.py:453(prepare_body)
        5    0.000    0.000    0.000    0.000 models.py:522(prepare_content_length)
        5    0.000    0.000    0.000    0.000 utils.py:798(default_user_agent)
        5    0.000    0.000    0.000    0.000 utils.py:807(default_headers)
        5    0.000    0.000    0.000    0.000 utils.py:519(iter_slices)
        5    0.000    0.000    0.000    0.000 utils.py:570(unquote_unreserved)
        5    0.000    0.000    0.000    0.000 utils.py:594(requote_uri)
        5    0.000    0.000    0.000    0.000 utils.py:707(<lambda>)
        5    0.000    0.000    0.002    0.000 utils.py:699(should_bypass_proxies)
        5    0.000    0.000    0.005    0.001 utils.py:760(get_environ_proxies)
        5    0.000    0.000    0.000    0.000 utils.py:108(super_len)
        5    0.000    0.000    0.003    0.001 utils.py:169(get_netrc_auth)
        5    0.000    0.000    0.000    0.000 utils.py:228(extract_zipped_paths)
        5    0.000    0.000    0.000    0.000 utils.py:455(_parse_content_type_header)
        5    0.000    0.000    0.000    0.000 utils.py:480(get_encoding_from_headers)
        5    0.000    0.000    0.000    0.000 utils.py:911(get_auth_from_url)
        5    0.000    0.000    0.000    0.000 _internal_utils.py:30(unicode_is_ascii)
        5    0.000    0.000    0.000    0.000 cookiejar.py:1284(_cookies_for_request)
        5    0.000    0.000    0.000    0.000 cookiejar.py:1291(_cookie_attrs)
        5    0.000    0.000    0.000    0.000 cookiejar.py:1350(add_cookie_header)
        5    0.000    0.000    0.000    0.000 cookiejar.py:1728(clear_expired_cookies)
        5    0.000    0.000    0.000    0.000 retry.py:327(_is_method_retryable)
        5    0.000    0.000    0.000    0.000 retry.py:336(is_retry)
        5    0.000    0.000    0.000    0.000 _collections.py:53(__getitem__)
        5    0.000    0.000    0.000    0.000 _collections.py:60(__setitem__)
        5    0.000    0.000    0.000    0.000 _collections.py:140(__init__)
        5    0.000    0.000    0.000    0.000 _collections.py:230(extend)
        5    0.000    0.000    0.000    0.000 queue.py:11(_init)
        5    0.000    0.000    0.000    0.000 response.py:193(__init__)
        5    0.000    0.000    0.000    0.000 response.py:273(release_conn)
        5    0.000    0.000    0.000    0.000 response.py:341(<listcomp>)
        5    0.000    0.000    0.000    0.000 response.py:315(_init_length)
        5    0.000    0.000    0.001    0.000 response.py:580(from_httplib)
        5    0.000    0.000    0.000    0.000 response.py:616(getheader)
        5    0.000    0.000    0.000    0.000 response.py:634(closed)
        5    0.000    0.000    0.000    0.000 poolmanager.py:74(_default_key_normalizer)
        5    0.000    0.000    0.006    0.001 poolmanager.py:168(<lambda>)
        5    0.000    0.000    0.001    0.000 poolmanager.py:183(_new_pool)
        5    0.000    0.000    0.001    0.000 poolmanager.py:219(connection_from_host)
        5    0.000    0.000    0.001    0.000 poolmanager.py:242(connection_from_context)
        5    0.000    0.000    0.001    0.000 poolmanager.py:255(connection_from_pool_key)
        5    0.000    0.000    0.002    0.000 poolmanager.py:279(connection_from_url)
        5    0.000    0.000    0.000    0.000 poolmanager.py:295(_merge_pool_kwargs)
        5    0.000    0.000    0.000    0.000 request.py:90(set_file_position)
        5    0.000    0.000    0.000    0.000 response.py:38(assert_header_parsing)
        5    0.000    0.000    0.000    0.000 ssl_.py:208(resolve_ssl_version)
        5    0.000    0.000    0.002    0.000 ssl_.py:224(create_urllib3_context)
        5    0.000    0.000    0.261    0.052 ssl_.py:308(ssl_wrap_socket)
        5    0.000    0.000    0.000    0.000 ssl_.py:402(is_ipaddress)
        5    0.000    0.000    0.000    0.000 url.py:320(_encode_target)
        5    0.000    0.000    0.000    0.000 timeout.py:158(from_float)
        5    0.000    0.000    0.000    0.000 timeout.py:188(start_connect)
        5    0.000    0.000    0.000    0.000 timeout.py:231(read_timeout)
        5    0.000    0.000    0.000    0.000 connectionpool.py:78(__init__)
        5    0.000    0.000    0.001    0.000 connectionpool.py:172(__init__)
        5    0.000    0.000    0.000    0.000 connectionpool.py:242(_get_conn)
        5    0.000    0.000    0.000    0.000 connectionpool.py:281(_put_conn)
        5    0.000    0.000    0.000    0.000 connectionpool.py:309(_validate_conn)
        5    0.000    0.000    1.082    0.216 connectionpool.py:356(_make_request)
        5    0.005    0.001    0.006    0.001 connectionpool.py:460(close)
        5    0.000    0.000    1.083    0.217 connectionpool.py:499(urlopen)
        5    0.000    0.000    0.001    0.000 connectionpool.py:857(__init__)
        5    0.000    0.000    0.000    0.000 connectionpool.py:906(_prepare_conn)
        5    0.000    0.000    0.000    0.000 connectionpool.py:934(_new_conn)
        5    0.000    0.000    0.391    0.078 connectionpool.py:970(_validate_conn)
        5    0.000    0.000    0.000    0.000 connectionpool.py:1020(_normalize_host)
        5    0.000    0.000    0.000    0.000 connection.py:89(_set_socket_options)
        5    0.000    0.000    0.128    0.026 connection.py:33(create_connection)
        5    0.000    0.000    0.000    0.000 connection.py:104(__init__)
        5    0.000    0.000    0.000    0.000 connection.py:136(host)
        5    0.000    0.000    0.128    0.026 connection.py:146(_new_conn)
        5    0.000    0.000    0.000    0.000 connection.py:190(putrequest)
        5    0.000    0.000    0.000    0.000 connection.py:248(__init__)
        5    0.000    0.000    0.000    0.000 connection.py:274(set_cert)
        5    0.000    0.000    0.391    0.078 connection.py:307(connect)
        5    0.000    0.000    0.000    0.000 connection.py:405(_match_hostname)
        5    0.000    0.000    0.000    0.000 connection.py:97(allowed_gai_family)
        5    0.000    0.000    0.000    0.000 __init__.py:267(__getattr__)
        5    0.000    0.000    0.000    0.000 arrow_dataset.py:610(<genexpr>)
      5/4    0.000    0.000    0.001    0.000 series.py:183(__init__)
        5    0.000    0.000    0.000    0.000 series.py:376(_set_axis)
        5    0.000    0.000    0.000    0.000 series.py:403(_set_subtyp)
        5    0.000    0.000    0.000    0.000 managers.py:232(items)
        5    0.000    0.000    0.000    0.000 managers.py:1831(_asarray_compat)
        5    0.000    0.000    0.000    0.000 generic.py:5257(__getattr__)
        5    0.000    0.000    0.000    0.000 inference.py:96(is_iterator)
        5    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
        5    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
        5    0.000    0.000    0.000    0.000 file_download.py:164(hf_hub_url)
        5    0.000    0.000    0.000    0.000 wandb_setup.py:290(__getattr__)
        5    0.000    0.000    0.000    0.000 wandb_settings.py:740(<genexpr>)
        5    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 shlex.py:21(__init__)
        5    0.000    0.000    0.000    0.000 shlex.py:72(push_token)
        5    0.000    0.000    0.000    0.000 util.py:340(strtobool)
        5    0.000    0.000    0.000    0.000 queue.py:33(__init__)
        5    0.000    0.000    0.000    0.000 inspect.py:2467(__init__)
        5    0.000    0.000    0.000    0.000 inspect.py:2517(name)
        5    0.000    0.000    0.002    0.000 request.py:2520(proxy_bypass_environment)
        5    0.224    0.045    0.224    0.045 {method 'do_handshake' of '_ssl._SSLSocket' objects}
        5    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        5    0.000    0.000    0.000    0.000 {method 'getpeercert' of '_ssl._SSLSocket' objects}
        5    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        5    0.000    0.000    0.000    0.000 {method 'set_ciphers' of '_ssl._SSLContext' objects}
        5    0.036    0.007    0.036    0.007 {method 'load_verify_locations' of '_ssl._SSLContext' objects}
        5    0.000    0.000    0.000    0.000 ssl.py:191(_dnsname_match)
        5    0.000    0.000    0.000    0.000 ssl.py:240(_inet_paton)
        5    0.000    0.000    0.000    0.000 ssl.py:287(match_hostname)
        5    0.000    0.000    0.001    0.000 ssl.py:398(__new__)
        5    0.000    0.000    0.000    0.000 ssl.py:402(_encode_hostname)
        5    0.000    0.000    0.225    0.045 ssl.py:410(wrap_socket)
        5    0.000    0.000    0.000    0.000 ssl.py:512(options)
        5    0.000    0.000    0.000    0.000 ssl.py:516(options)
        5    0.000    0.000    0.225    0.045 ssl.py:813(_create)
        5    0.000    0.000    0.000    0.000 ssl.py:950(getpeercert)
        5    0.000    0.000    0.000    0.000 ssl.py:996(send)
        5    0.000    0.000    0.000    0.000 ssl.py:1023(sendall)
        5    0.000    0.000    0.001    0.000 ssl.py:1128(_real_close)
        5    0.000    0.000    0.224    0.045 ssl.py:1132(do_handshake)
        5    0.000    0.000    0.000    0.000 {built-in method today}
        5    0.000    0.000    0.000    0.000 message.py:213(get_payload)
        5    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
        5    0.000    0.000    0.000    0.000 message.py:451(items)
        5    0.000    0.000    0.000    0.000 {function socket.close at 0x7f396d30e9e0}
        5    0.108    0.022    0.108    0.022 {method 'connect' of '_socket.socket' objects}
        5    0.000    0.000    0.000    0.000 {function socket.detach at 0x7f396d30ea70}
        5    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        5    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        5    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        5    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _socket.inet_aton}
        5    0.000    0.000    0.000    0.000 {built-in method _socket.inet_pton}
        5    0.019    0.004    0.020    0.004 {built-in method _socket.getaddrinfo}
        5    0.000    0.000    0.000    0.000 socket.py:221(makefile)
        5    0.000    0.000    0.000    0.000 socket.py:406(_decref_socketios)
        5    0.000    0.000    0.000    0.000 socket.py:412(_real_close)
        5    0.000    0.000    0.001    0.000 socket.py:416(close)
        5    0.000    0.000    0.000    0.000 socket.py:422(detach)
        5    0.000    0.000    0.000    0.000 socket.py:432(family)
        5    0.000    0.000    0.000    0.000 socket.py:438(type)
        5    0.000    0.000    0.000    0.000 socket.py:563(__init__)
        5    0.000    0.000    0.000    0.000 socket.py:652(close)
        5    0.000    0.000    0.020    0.004 socket.py:735(getaddrinfo)
        5    0.000    0.000    0.000    0.000 client.py:207(_read_headers)
        5    0.000    0.000    0.002    0.000 client.py:225(parse_headers)
        5    0.000    0.000    0.000    0.000 client.py:249(__init__)
        5    0.000    0.000    0.687    0.137 client.py:279(_read_status)
        5    0.000    0.000    0.689    0.138 client.py:312(begin)
        5    0.000    0.000    0.000    0.000 client.py:387(_check_close)
        5    0.000    0.000    0.000    0.000 client.py:416(_close_conn)
        5    0.000    0.000    0.000    0.000 client.py:433(flush)
        5    0.000    0.000    0.000    0.000 client.py:813(_get_content_length)
        5    0.000    0.000    0.000    0.000 client.py:845(__init__)
        5    0.000    0.000    0.000    0.000 client.py:891(_get_hostport)
        5    0.000    0.000    0.001    0.000 client.py:954(close)
        5    0.000    0.000    0.000    0.000 client.py:968(send)
        5    0.000    0.000    0.000    0.000 client.py:1027(_send_output)
        5    0.000    0.000    0.000    0.000 client.py:1081(putrequest)
        5    0.000    0.000    0.000    0.000 client.py:1208(_encode_request)
        5    0.000    0.000    0.000    0.000 client.py:1212(_validate_method)
        5    0.000    0.000    0.000    0.000 client.py:1221(_validate_path)
        5    0.000    0.000    0.000    0.000 client.py:1229(_validate_host)
        5    0.000    0.000    0.000    0.000 client.py:1265(endheaders)
        5    0.000    0.000    0.001    0.000 client.py:1278(request)
        5    0.000    0.000    0.001    0.000 client.py:1283(_send_request)
        5    0.000    0.000    0.689    0.138 client.py:1329(getresponse)
        5    0.000    0.000    0.000    0.000 pathlib.py:669(_from_parts)
        5    0.000    0.000    0.000    0.000 pathlib.py:692(_format_parsed_parts)
        5    0.000    0.000    0.000    0.000 pathlib.py:1024(__new__)
        5    0.000    0.000    0.000    0.000 pathlib.py:1356(exists)
        5    0.000    0.000    0.000    0.000 parse.py:149(username)
        5    0.000    0.000    0.000    0.000 parse.py:181(_userinfo)
        5    0.000    0.000    0.000    0.000 parse.py:328(geturl)
        5    0.000    0.000    0.000    0.000 parse.py:894(urlencode)
        5    0.000    0.000    0.000    0.000 pathlib.py:45(_ignore_error)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:701(__len__)
        4    0.000    0.000    0.000    0.000 {built-in method _stat.S_IFMT}
        4    0.000    0.000    0.000    0.000 dimension.css.jinja:5(root)
        4    0.000    0.000    0.000    0.000 pretraining_block.html.jinja:69(block_body)
        4    0.000    0.000    0.000    0.000 utils.py:156(get_num_channels)
        4    0.000    0.000    0.001    0.000 utils.py:189(__process_fn)
