path,hasLower,hasNum
fonts/Bitstream Vera Sans Bold Oblique.ttf,True,True
fonts/Bitstream Vera Sans Bold.ttf,True,True
fonts/Bitstream Vera Sans Mono Bold Oblique.ttf,True,True
fonts/Bitstream Vera Sans Mono Bold.ttf,True,True
fonts/Bitstream Vera Sans Mono Oblique.ttf,True,True
fonts/Bitstream Vera Sans Mono Roman.ttf,True,True
fonts/Bitstream Vera Sans Oblique.ttf,True,True
fonts/Bitstream Vera Sans Roman.ttf,True,True
fonts/Bitstream Vera Serif Bold.ttf,True,True
fonts/Bitstream Vera Serif Roman.ttf,True,True
fonts/Bitter-Bold.otf,True,True
